# koid	org	name	op	pmid	definition	source
KO05161	Escherichia coli K-12 MG1655	TU-3274	b1594	19881496		
KO05162	Escherichia coli K-12 MG1655	TU-3275	b1595	19881496		
KO05163	Escherichia coli K-12 MG1655	TU-3279	b1599,b1600	19881496		
KO05164	Escherichia coli K-12 MG1655	TU-3280	b1602,b1603	19881496		
KO05165	Escherichia coli K-12 MG1655	TU-3285	b1607	19881496		
KO05166	Escherichia coli K-12 MG1655	TU-3288	b1611	19881496		
KO05167	Escherichia coli K-12 MG1655	TU-3289	b1611,b1612	19881496		
KO05168	Escherichia coli K-12 MG1655	TU-3291	b1615,b1616,b1617	19881496		
KO05169	Escherichia coli K-12 MG1655	TU-3292	b1618	19881496		
KO05170	Escherichia coli K-12 MG1655	TU-3293	b1619	19881496		
KO05171	Escherichia coli K-12 MG1655	TU-3297	b1620	19881496		
KO05172	Escherichia coli K-12 MG1655	TU-3298	b1624	19881496		
KO05173	Escherichia coli K-12 MG1655	TU-3300	b1636	19881496		
KO05174	Escherichia coli K-12 MG1655	TU-3302	b1636,b1637	19881496		
KO05175	Escherichia coli K-12 MG1655	TU-3303	b1636,b1637,b1638	19881496		
KO05176	Escherichia coli K-12 MG1655	TU-3304	b1639	19881496		
KO05177	Escherichia coli K-12 MG1655	TU-3305	b1640	19881496		
KO05178	Escherichia coli K-12 MG1655	TU-3307	b1642	19881496		
KO05179	Escherichia coli K-12 MG1655	TU-3312	b1646	19881496		
KO05180	Escherichia coli K-12 MG1655	TU-3313	b1647	19881496		
KO05181	Escherichia coli K-12 MG1655	TU-3314	b1648	19881496		
KO05182	Escherichia coli K-12 MG1655	TU-3315	b1654	19881496		
KO05183	Escherichia coli K-12 MG1655	TU-3321	b1657	19881496		
KO05184	Escherichia coli K-12 MG1655	TU-3322	b4602	19881496		
KO05185	Escherichia coli K-12 MG1655	TU-3325	b1659	19881496		
KO05186	Escherichia coli K-12 MG1655	TU-3327	b1662	19881496		
KO05187	Escherichia coli K-12 MG1655	TU-3328	b1664	19881496		
KO05188	Escherichia coli K-12 MG1655	TU-3329	b1669,b1670,b1671,b1672,b1673,b1674	19881496		
KO05189	Escherichia coli K-12 MG1655	TU-3330	b1675	19881496		
KO05190	Escherichia coli K-12 MG1655	TU-3332	b1678	19881496		
KO05192	Escherichia coli K-12 MG1655	TU-3335	b4430	19881496		
KO05193	Escherichia coli K-12 MG1655	TU-3336	b1685	19881496		
KO05194	Escherichia coli K-12 MG1655	TU-3337	b1686,b1687	19881496		
KO05195	Escherichia coli K-12 MG1655	TU-3338	b1696	19881496		
KO05196	Escherichia coli K-12 MG1655	TU-3339	b1702	19881496		
KO05197	Escherichia coli K-12 MG1655	TU-3340	b1706	19881496		
KO05198	Escherichia coli K-12 MG1655	TU-3341	b1707	19881496		
KO05199	Escherichia coli K-12 MG1655	TU-3344	b1708	19881496		
KO05200	Escherichia coli K-12 MG1655	TU-3345	b1709,b1710	19881496		
KO05201	Escherichia coli K-12 MG1655	TU-3346	b1711	19881496		
KO05202	Escherichia coli K-12 MG1655	TU-3347	b1712	19881496		
KO05203	Escherichia coli K-12 MG1655	TU-3349	b1713,b1714,b1715	19881496		
KO05204	Escherichia coli K-12 MG1655	TU-3353	b1716	19881496		
KO05205	Escherichia coli K-12 MG1655	TU-3354	b1716,b1717	19881496		
KO05206	Escherichia coli K-12 MG1655	TU-3360	b1716,b1717,b1718	19881496		
KO05207	Escherichia coli K-12 MG1655	TU-3362	b1722	19881496		
KO05208	Escherichia coli K-12 MG1655	TU-3363	b1726	19881496		
KO05209	Escherichia coli K-12 MG1655	TU-3365	b1730	19881496		
KO05210	Escherichia coli K-12 MG1655	TU-3366	b1731	19881496		
KO05211	Escherichia coli K-12 MG1655	TU-3367	b1733	19881496		
KO05212	Escherichia coli K-12 MG1655	TU-3368	b1733,b1734,b1735,b1736,b1737,b1738	19881496		
KO05213	Escherichia coli K-12 MG1655	TU-3370	b1739	19881496		
KO05214	Escherichia coli K-12 MG1655	TU-3372	b1742	19881496		
KO05215	Escherichia coli K-12 MG1655	TU-3373	b1743	19881496		
KO05216	Escherichia coli K-12 MG1655	TU-3375	b1744,b1745,b1746,b1747,b1748	19881496		
KO05217	Escherichia coli K-12 MG1655	TU-3377	b1758	19881496		
KO05218	Escherichia coli K-12 MG1655	TU-3378	b1760	19881496		
KO05219	Escherichia coli K-12 MG1655	TU-3380	b1762	19881496		
KO05220	Escherichia coli K-12 MG1655	TU-3381	b1763,b1764	19881496		
KO05221	Escherichia coli K-12 MG1655	TU-3382	b1763,b1764,b1765	19881496		
KO05222	Escherichia coli K-12 MG1655	TU-3383	b1769	19881496		
KO05223	Escherichia coli K-12 MG1655	TU-3384	b1770	19881496		
KO05224	Escherichia coli K-12 MG1655	TU-3385	b1771,b1772,b1773,b1774,b1775,b1776	19881496		
KO05225	Escherichia coli K-12 MG1655	TU-3386	b1777,b1778	19881496		
KO05226	Escherichia coli K-12 MG1655	TU-3387	b1781	19881496		
KO05227	Escherichia coli K-12 MG1655	TU-3388	b1782	19881496		
KO05228	Escherichia coli K-12 MG1655	TU-3389	b1788	19881496		
KO05229	Escherichia coli K-12 MG1655	TU-3390	b1790	19881496		
KO05230	Escherichia coli K-12 MG1655	TU-3392	b1793	19881496		
KO05231	Escherichia coli K-12 MG1655	TU-3394	b1795	19881496		
KO05232	Escherichia coli K-12 MG1655	TU-3396	b1796,b1797	19881496		
KO05233	Escherichia coli K-12 MG1655	TU-3397	b1798	19881496		
KO05234	Escherichia coli K-12 MG1655	TU-3398	b1799	19881496		
KO05235	Escherichia coli K-12 MG1655	TU-3399	b1804	19881496		
KO05236	Escherichia coli K-12 MG1655	TU-3401	b1805	19881496		
KO05237	Escherichia coli K-12 MG1655	TU-3402	b1806	19881496		
KO05238	Escherichia coli K-12 MG1655	TU-3403	b1806,b1807	19881496		
KO05239	Escherichia coli K-12 MG1655	TU-3404	b1806,b1807,b1808	19881496		
KO05240	Escherichia coli K-12 MG1655	TU-3405	b1811	19881496		
KO05241	Escherichia coli K-12 MG1655	TU-3408	b1816	19881496		
KO05242	Escherichia coli K-12 MG1655	TU-3409	b1822	19881496		
KO05243	Escherichia coli K-12 MG1655	TU-3410	b1823,b1824	19881496		
KO05244	Escherichia coli K-12 MG1655	TU-3412	b1825,b1826	19881496		
KO05245	Escherichia coli K-12 MG1655	TU-3413	b1827	19881496		
KO05246	Escherichia coli K-12 MG1655	TU-3415	b1829	19881496		
KO05247	Escherichia coli K-12 MG1655	TU-3417	b1830,b1831	19881496		
KO05248	Escherichia coli K-12 MG1655	TU-3418	b1830,b1831,b1832	19881496		
KO05249	Escherichia coli K-12 MG1655	TU-3420	b1838	19881496		
KO05250	Escherichia coli K-12 MG1655	TU-3421	b4433	19881496		
KO05251	Escherichia coli K-12 MG1655	TU-3422	b1839,b1840,b1841	19881496		
KO05252	Escherichia coli K-12 MG1655	TU-3424	b1845	19881496		
KO05253	Escherichia coli K-12 MG1655	TU-3425	b1846	19881496		
KO05254	Escherichia coli K-12 MG1655	TU-3426	b1847	19881496		
KO05255	Escherichia coli K-12 MG1655	TU-3427	b1847,b1848	19881496		
KO05256	Escherichia coli K-12 MG1655	TU-3428	b1850	19881496		
KO05257	Escherichia coli K-12 MG1655	TU-3431	b1851	19881496		
KO05258	Escherichia coli K-12 MG1655	TU-3432	b1852	19881496		
KO05259	Escherichia coli K-12 MG1655	TU-3436	b1855	19881496		
KO05260	Escherichia coli K-12 MG1655	TU-3438	b1856,b1857	19881496		
KO05261	Escherichia coli K-12 MG1655	TU-3440	b1860,b1861	19881496		
KO05262	Escherichia coli K-12 MG1655	TU-3442	b1863	19881496		
KO05263	Escherichia coli K-12 MG1655	TU-3443	b1864,b1865,b1866	19881496		
KO05264	Escherichia coli K-12 MG1655	TU-3444	b1872,b1873	19881496		
KO05265	Escherichia coli K-12 MG1655	TU-3445	b1874,b1875	19881496		
KO05266	Escherichia coli K-12 MG1655	TU-3446	b1878,b1879,b1880,b1881,b1882,b1883,b1884,b1885,b1886	19881496		
KO05267	Escherichia coli K-12 MG1655	TU-3447	b1887,b1888,b1889,b1890	19881496		
KO05268	Escherichia coli K-12 MG1655	TU-3448	b1891,b1892	19881496		
KO05269	Escherichia coli K-12 MG1655	TU-3451	b1896	19881496		
KO05270	Escherichia coli K-12 MG1655	TU-3452	b1896,b1897	19881496		
KO05271	Escherichia coli K-12 MG1655	TU-3453	b4460	19881496		
KO05272	Escherichia coli K-12 MG1655	TU-3455	b4537	19881496		
KO05273	Escherichia coli K-12 MG1655	TU-3456	b4663	19881496		
KO05274	Escherichia coli K-12 MG1655	TU-3457	b1906	19881496		
KO05275	Escherichia coli K-12 MG1655	TU-3458	b1908	19881496		
KO05277	Escherichia coli K-12 MG1655	TU-3460	b1912	19881496		
KO05278	Escherichia coli K-12 MG1655	TU-3461	b1913,b1914	19881496		
KO05279	Escherichia coli K-12 MG1655	TU-3463	b1916	19881496		
KO05280	Escherichia coli K-12 MG1655	TU-3465	b1917,b1918	19881496		
KO05281	Escherichia coli K-12 MG1655	TU-3466	b1917,b1918,b1919	19881496		
KO05282	Escherichia coli K-12 MG1655	TU-3467	b1920	19881496		
KO05283	Escherichia coli K-12 MG1655	TU-3470	b1921,b1922	19881496		
KO05284	Escherichia coli K-12 MG1655	TU-3471	b1923	19881496		
KO05285	Escherichia coli K-12 MG1655	TU-3473	b1928	19881496		
KO05286	Escherichia coli K-12 MG1655	TU-3474	b4495	19881496		
KO05287	Escherichia coli K-12 MG1655	TU-3475	b1937	19881496		
KO05288	Escherichia coli K-12 MG1655	TU-3476	b1952	19881496		
KO05289	Escherichia coli K-12 MG1655	TU-3477	b1954	19881496		
KO05290	Escherichia coli K-12 MG1655	TU-3478	b1956	19881496		
KO05291	Escherichia coli K-12 MG1655	TU-3479	b1957,b1958	19881496		
KO05292	Escherichia coli K-12 MG1655	TU-3480	b1960,b1961	19881496		
KO05293	Escherichia coli K-12 MG1655	TU-3481	b1962,b1963	19881496		
KO05294	Escherichia coli K-12 MG1655	TU-3483	b1968,b1969	19881496		
KO05295	Escherichia coli K-12 MG1655	TU-3485	b1975	19881496		
KO05296	Escherichia coli K-12 MG1655	TU-3486	b4497	19881496		
KO05297	Escherichia coli K-12 MG1655	TU-3487	b1984	19881496		
KO05298	Escherichia coli K-12 MG1655	TU-3488	b1985	19881496		
KO05299	Escherichia coli K-12 MG1655	TU-3489	b1987	19881496		
KO05300	Escherichia coli K-12 MG1655	TU-3490	b1987,b1988	19881496		
KO05301	Escherichia coli K-12 MG1655	TU-3491	b1990	19881496		
KO05302	Escherichia coli K-12 MG1655	TU-3492	b1991,b1992,b1993	19881496		
KO05303	Escherichia coli K-12 MG1655	TU-3494	b4639	19881496		
KO05304	Escherichia coli K-12 MG1655	TU-3496	b4640,b4641	19881496		
KO05305	Escherichia coli K-12 MG1655	TU-3501	b4642	19881496		
KO05306	Escherichia coli K-12 MG1655	TU-3502	b2007	19881496		
KO05307	Escherichia coli K-12 MG1655	TU-3508	b2008,b2009	19881496		
KO05308	Escherichia coli K-12 MG1655	TU-3511	b2010	19881496		
KO05309	Escherichia coli K-12 MG1655	TU-3512	b2012,b2013	19881496		
KO05310	Escherichia coli K-12 MG1655	TU-3515	b2014	19881496		
KO05311	Escherichia coli K-12 MG1655	TU-3516	b2015,b2016	19881496		
KO05312	Escherichia coli K-12 MG1655	TU-3517	b4539,b2017	19881496		
KO05313	Escherichia coli K-12 MG1655	TU-3518	b2027	19881496		
KO05314	Escherichia coli K-12 MG1655	TU-3521	b2028	19881496		
KO05315	Escherichia coli K-12 MG1655	TU-3524	b4571	19881496		
KO05316	Escherichia coli K-12 MG1655	TU-3527	b4571,b2032,b2033	19881496		
KO05317	Escherichia coli K-12 MG1655	TU-3528	b4571,b2032,b2033,b2034,b2035,b2036	19881496		
KO05318	Escherichia coli K-12 MG1655	TU-3532	b4571,b2032,b2033,b2034,b2035,b2036,b2037	19881496		
KO05319	Escherichia coli K-12 MG1655	TU-3535	b4571,b2032,b2033,b2034,b2035,b2036,b2037,b2038,b2039	19881496		
KO05320	Escherichia coli K-12 MG1655	TU-3538	b4571,b2032,b2033,b2034,b2035,b2036,b2037,b2038,b2039,b2040,b2041	19881496		
KO05321	Escherichia coli K-12 MG1655	TU-3539	b2042	19881496		
KO05322	Escherichia coli K-12 MG1655	TU-3541	b2043,b2044,b2045	19881496		
KO05323	Escherichia coli K-12 MG1655	TU-3542	b2046,b2047,b2048,b2049,b2050,b2051,b2052,b2053,b2054,b2055,b2056,b2057,b2058,b2059,b2060,b2061,b2062	19881496		
KO05324	Escherichia coli K-12 MG1655	TU-3543	b2064,b2065	19881496		
KO05325	Escherichia coli K-12 MG1655	TU-3544	b2066	19881496		
KO05326	Escherichia coli K-12 MG1655	TU-3546	b2068	19881496		
KO05327	Escherichia coli K-12 MG1655	TU-3547	b2070	19881496		
KO05328	Escherichia coli K-12 MG1655	TU-3549	b2072,b2073	19881496		
KO05329	Escherichia coli K-12 MG1655	TU-3550	b2082	19881496		
KO05330	Escherichia coli K-12 MG1655	TU-3551	b2083,b2085	19881496		
KO05331	Escherichia coli K-12 MG1655	TU-3552	b4498	19881496		
KO05332	Escherichia coli K-12 MG1655	TU-3554	b2091,b2092,b2093,b2094,b2095,b2096	19881496		
KO05333	Escherichia coli K-12 MG1655	TU-3557	b2097	19881496		
KO05334	Escherichia coli K-12 MG1655	TU-3559	b2101	19881496		
KO05335	Escherichia coli K-12 MG1655	TU-3560	b2102,b2103,b2104	19881496		
KO05336	Escherichia coli K-12 MG1655	TU-3562	b2105	19881496		
KO05337	Escherichia coli K-12 MG1655	TU-3563	b2108,b2109,b2110,b2111	19881496		
KO05338	Escherichia coli K-12 MG1655	TU-3564	b2112	19881496		
KO05339	Escherichia coli K-12 MG1655	TU-3565	b2113	19881496		
KO05340	Escherichia coli K-12 MG1655	TU-3567	b2124	19881496		
KO05341	Escherichia coli K-12 MG1655	TU-3568	b2125,b2126	19881496		
KO05342	Escherichia coli K-12 MG1655	TU-3569	b2128,b2129,b2130,b2131	19881496		
KO05343	Escherichia coli K-12 MG1655	TU-3570	b2132	19881496		
KO05344	Escherichia coli K-12 MG1655	TU-3571	b2134	19881496		
KO05345	Escherichia coli K-12 MG1655	TU-3572	b2135	19881496		
KO05346	Escherichia coli K-12 MG1655	TU-3574	b2137	19881496		
KO05347	Escherichia coli K-12 MG1655	TU-3575	b2139	19881496		
KO05348	Escherichia coli K-12 MG1655	TU-3576	b2140	19881496		
KO05349	Escherichia coli K-12 MG1655	TU-3578	b2148	19881496		
KO05350	Escherichia coli K-12 MG1655	TU-3579	b2148,b2149,b2150	19881496		
KO05351	Escherichia coli K-12 MG1655	TU-3580	b2151,b2152,b2153	19881496		
KO05352	Escherichia coli K-12 MG1655	TU-3581	b2155	19881496		
KO05353	Escherichia coli K-12 MG1655	TU-3582	b2156	19881496		
KO05354	Escherichia coli K-12 MG1655	TU-3583	b2157	19881496		
KO05355	Escherichia coli K-12 MG1655	TU-3585	b2161,b2162	19881496		
KO05356	Escherichia coli K-12 MG1655	TU-3586	b2164	19881496		
KO05357	Escherichia coli K-12 MG1655	TU-3587	b2165,b2166	19881496		
KO05358	Escherichia coli K-12 MG1655	TU-3588	b2167,b2168,b2169	19881496		
KO05359	Escherichia coli K-12 MG1655	TU-3589	b4502	19881496		
KO05360	Escherichia coli K-12 MG1655	TU-3590	b2181	19881496		
KO05361	Escherichia coli K-12 MG1655	TU-3591	b2182,b2183	19881496		
KO05362	Escherichia coli K-12 MG1655	TU-3594	b2186	19881496		
KO05363	Escherichia coli K-12 MG1655	TU-3596	b2190	19881496		
KO05364	Escherichia coli K-12 MG1655	TU-3600	b2202,b2203,b2204,b2205,b4055,b2207	19881496		
KO05365	Escherichia coli K-12 MG1655	TU-3601	b2210	19881496		
KO05366	Escherichia coli K-12 MG1655	TU-3602	b2211	19881496		
KO05367	Escherichia coli K-12 MG1655	TU-3603	b2212,b2213	19881496		
KO05368	Escherichia coli K-12 MG1655	TU-3604	b2214,b2215	19881496		
KO05369	Escherichia coli K-12 MG1655	TU-3606	b2218	19881496		
KO05370	Escherichia coli K-12 MG1655	TU-3607	b2225,b2226,b4500,b2229,b2230	19881496		
KO05371	Escherichia coli K-12 MG1655	TU-3608	b2231	19881496		
KO05372	Escherichia coli K-12 MG1655	TU-3611	b2233	19881496		
KO05374	Escherichia coli K-12 MG1655	TU-3613	b2237	19881496		
KO05375	Escherichia coli K-12 MG1655	TU-3614	b2239,b2240	19881496		
KO05376	Escherichia coli K-12 MG1655	TU-3615	b2245,b2246,b2247,b2248	19881496		
KO05377	Escherichia coli K-12 MG1655	TU-3616	b2249	19881496		
KO05378	Escherichia coli K-12 MG1655	TU-3617	b2250	19881496		
KO05379	Escherichia coli K-12 MG1655	TU-3619	b2252	19881496		
KO05380	Escherichia coli K-12 MG1655	TU-3620	b2259	19881496		
KO05381	Escherichia coli K-12 MG1655	TU-3621	b2260,b2261,b2262	19881496		
KO05382	Escherichia coli K-12 MG1655	TU-3622	b2260,b2261,b2262,b2263,b2264,b2265	19881496		
KO05383	Escherichia coli K-12 MG1655	TU-3623	b2266	19881496		
KO05384	Escherichia coli K-12 MG1655	TU-3624	b2267	19881496		
KO05385	Escherichia coli K-12 MG1655	TU-3625	b2270	19881496		
KO05386	Escherichia coli K-12 MG1655	TU-3627	b2273	19881496		
KO05387	Escherichia coli K-12 MG1655	TU-3628	b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288	19881496		
KO05388	Escherichia coli K-12 MG1655	TU-3633	b2289	19881496		
KO05389	Escherichia coli K-12 MG1655	TU-3636	b2292	19881496		
KO05390	Escherichia coli K-12 MG1655	TU-3637	b2293,b2294	19881496		
KO05391	Escherichia coli K-12 MG1655	TU-3640	b2295	19881496		
KO05392	Escherichia coli K-12 MG1655	TU-3642	b2299,b2300	19881496		
KO05393	Escherichia coli K-12 MG1655	TU-3643	b2301	19881496		
KO05394	Escherichia coli K-12 MG1655	TU-3645	b2305	19881496		
KO05395	Escherichia coli K-12 MG1655	TU-3646	b2306,b2307,b2308,b2309	19881496		
KO05396	Escherichia coli K-12 MG1655	TU-3649	b2310	19881496		
KO05397	Escherichia coli K-12 MG1655	TU-3651	b2311,b2312,b2313	19881496		
KO05398	Escherichia coli K-12 MG1655	TU-3652	b2314	19881496		
KO05399	Escherichia coli K-12 MG1655	TU-3654	b2315,b2316	19881496		
KO05400	Escherichia coli K-12 MG1655	TU-3656	b2317	19881496		
KO05401	Escherichia coli K-12 MG1655	TU-3657	b2317,b2318,b2319	19881496		
KO05402	Escherichia coli K-12 MG1655	TU-3658	b2317,b2318,b2319,b2320	19881496		
KO05403	Escherichia coli K-12 MG1655	TU-3659	b2322	19881496		
KO05404	Escherichia coli K-12 MG1655	TU-3660	b2323	19881496		
KO05405	Escherichia coli K-12 MG1655	TU-3661	b2325	19881496		
KO05406	Escherichia coli K-12 MG1655	TU-3663	b2325,b2326,b2327,b2328,b2329,b2330	19881496		
KO05407	Escherichia coli K-12 MG1655	TU-3666	b2332,b2333,b2334,b2335,b2336,b4661,b2339	19881496		
KO05408	Escherichia coli K-12 MG1655	TU-3667	b2340	19881496		
KO05409	Escherichia coli K-12 MG1655	TU-3669	b2341,b3844	19881496		
KO05410	Escherichia coli K-12 MG1655	TU-3670	b2343	19881496		
KO05411	Escherichia coli K-12 MG1655	TU-3671	b2346	19881496		
KO05412	Escherichia coli K-12 MG1655	TU-3675	b2354,b2355,b2356,b2357,b2358	19881496		
KO05413	Escherichia coli K-12 MG1655	TU-3676	b2365	19881496		
KO05414	Escherichia coli K-12 MG1655	TU-3677	b2367,b2368	19881496		
KO05415	Escherichia coli K-12 MG1655	TU-3679	b2371,b2372	19881496		
KO05416	Escherichia coli K-12 MG1655	TU-3680	b2373,b2374	19881496		
KO05417	Escherichia coli K-12 MG1655	TU-3681	b2375	19881496		
KO05418	Escherichia coli K-12 MG1655	TU-3682	b2377	19881496		
KO05419	Escherichia coli K-12 MG1655	TU-3684	b2379	19881496		
KO05420	Escherichia coli K-12 MG1655	TU-3685	b2383,b2384,b2385,b2386,b2387	19881496		
KO05421	Escherichia coli K-12 MG1655	TU-3686	b2388	19881496		
KO05422	Escherichia coli K-12 MG1655	TU-3687	b2392	19881496		
KO05423	Escherichia coli K-12 MG1655	TU-3689	b2395	19881496		
KO05424	Escherichia coli K-12 MG1655	TU-3690	b2396,b2397	19881496		
KO05425	Escherichia coli K-12 MG1655	TU-3691	b2400	19881496		
KO05426	Escherichia coli K-12 MG1655	TU-3694	b2405	19881496		
KO05427	Escherichia coli K-12 MG1655	TU-3696	b2406,b2407	19881496		
KO05428	Escherichia coli K-12 MG1655	TU-3697	b2409	19881496		
KO05429	Escherichia coli K-12 MG1655	TU-3698	b4546,b2411	19881496		
KO05430	Escherichia coli K-12 MG1655	TU-3699	b2412	19881496		
KO05431	Escherichia coli K-12 MG1655	TU-3700	b2418	19881496		
KO05432	Escherichia coli K-12 MG1655	TU-3702	b2421,b2422,b2423,b2424,b2425	19881496		
KO05433	Escherichia coli K-12 MG1655	TU-3703	b2426	19881496		
KO05434	Escherichia coli K-12 MG1655	TU-3704	b2427	19881496		
KO05435	Escherichia coli K-12 MG1655	TU-3705	b2431	19881496		
KO05436	Escherichia coli K-12 MG1655	TU-3707	b2431,b2432,b2433,b2434	19881496		
KO05437	Escherichia coli K-12 MG1655	TU-3710	b2437,b2438,b2439,b2440,b2441	19881496		
KO05438	Escherichia coli K-12 MG1655	TU-3713	b2451,b2452	19881496		
KO05439	Escherichia coli K-12 MG1655	TU-3714	b2453,b2454,b2455,b2456	19881496		
KO05440	Escherichia coli K-12 MG1655	TU-3715	b2457,b2458,b2459,b2460,b2461,b2462	19881496		
KO05441	Escherichia coli K-12 MG1655	TU-3716	b2463	19881496		
KO05442	Escherichia coli K-12 MG1655	TU-3719	b2466	19881496		
KO05443	Escherichia coli K-12 MG1655	TU-3721	b2467	19881496		
KO05444	Escherichia coli K-12 MG1655	TU-3722	b2468	19881496		
KO05445	Escherichia coli K-12 MG1655	TU-3723	b4606	19881496		
KO05446	Escherichia coli K-12 MG1655	TU-3724	b2473	19881496		
KO05447	Escherichia coli K-12 MG1655	TU-3725	b2473,b2474,b2475	19881496		
KO05448	Escherichia coli K-12 MG1655	TU-3727	b2476	19881496		
KO05449	Escherichia coli K-12 MG1655	TU-3730	b2477,b2478	19881496		
KO05450	Escherichia coli K-12 MG1655	TU-3731	b2493	19881496		
KO05451	Escherichia coli K-12 MG1655	TU-3732	b2496	19881496		
KO05452	Escherichia coli K-12 MG1655	TU-3733	b2496,b2497	19881496		
KO05453	Escherichia coli K-12 MG1655	TU-3735	b2498	19881496		
KO05454	Escherichia coli K-12 MG1655	TU-3737	b2503	19881496		
KO05455	Escherichia coli K-12 MG1655	TU-3738	b2507	19881496		
KO05456	Escherichia coli K-12 MG1655	TU-3741	b2507,b2508	19881496		
KO05457	Escherichia coli K-12 MG1655	TU-3745	b2510	19881496		
KO05458	Escherichia coli K-12 MG1655	TU-3746	b2511	19881496		
KO05459	Escherichia coli K-12 MG1655	TU-3750	b2512,b2513,b2514	19881496		
KO05460	Escherichia coli K-12 MG1655	TU-3751	b2515,b2516	19881496		
KO05461	Escherichia coli K-12 MG1655	TU-3754	b2517	19881496		
KO05462	Escherichia coli K-12 MG1655	TU-3755	b2518	19881496		
KO05463	Escherichia coli K-12 MG1655	TU-3757	b2519	19881496		
KO05464	Escherichia coli K-12 MG1655	TU-3758	b2519,b2520	19881496		
KO05465	Escherichia coli K-12 MG1655	TU-3761	b2522,b2523	19881496		
KO05466	Escherichia coli K-12 MG1655	TU-3763	b2524,b2525,b2526	19881496		
KO05467	Escherichia coli K-12 MG1655	TU-3764	b2527,b2528	19881496		
KO05468	Escherichia coli K-12 MG1655	TU-3766	b2529,b2530,b2531	19881496		
KO05469	Escherichia coli K-12 MG1655	TU-3767	b2532	19881496		
KO05470	Escherichia coli K-12 MG1655	TU-3768	b2536,b2537	19881496		
KO05471	Escherichia coli K-12 MG1655	TU-3770	b2544,b2545,b2546	19881496		
KO05472	Escherichia coli K-12 MG1655	TU-3772	b2544,b2545,b2546,b2547,b2548	19881496		
KO05473	Escherichia coli K-12 MG1655	TU-3773	b2544,b2545,b2546,b2547,b2548,b2549	19881496		
KO05474	Escherichia coli K-12 MG1655	TU-3774	b2551	19881496		
KO05475	Escherichia coli K-12 MG1655	TU-3776	b2553	19881496		
KO05476	Escherichia coli K-12 MG1655	TU-3778	b2554,b2555	19881496		
KO05477	Escherichia coli K-12 MG1655	TU-3780	b2556,b4441	19881496		
KO05478	Escherichia coli K-12 MG1655	TU-3781	b2557	19881496		
KO05479	Escherichia coli K-12 MG1655	TU-3782	b2559,b2560	19881496		
KO05480	Escherichia coli K-12 MG1655	TU-3784	b4687	19881496		
KO05481	Escherichia coli K-12 MG1655	TU-3785	b2563,b2564,b2565,b2566,b2567	19881496		
KO05482	Escherichia coli K-12 MG1655	TU-3789	b2568,b2569	19881496		
KO05483	Escherichia coli K-12 MG1655	TU-3790	b2570,b2571,b2572	19881496		
KO05484	Escherichia coli K-12 MG1655	TU-3795	b2573	19881496		
KO05485	Escherichia coli K-12 MG1655	TU-3797	b2575	19881496		
KO05486	Escherichia coli K-12 MG1655	TU-3798	b2577	19881496		
KO05487	Escherichia coli K-12 MG1655	TU-3799	b2579	19881496		
KO05488	Escherichia coli K-12 MG1655	TU-3804	b2581	19881496		
KO05489	Escherichia coli K-12 MG1655	TU-3807	b2587	19881496		
KO05490	Escherichia coli K-12 MG1655	TU-3808	b2588	19881496		
KO05491	Escherichia coli K-12 MG1655	TU-3809	b2588,b2589,b2590,b2591	19881496		
KO05492	Escherichia coli K-12 MG1655	TU-3810	b2592	19881496		
KO05493	Escherichia coli K-12 MG1655	TU-3811	b4609	19881496		
KO05494	Escherichia coli K-12 MG1655	TU-3812	b2593,b2594	19881496		
KO05495	Escherichia coli K-12 MG1655	TU-3814	b2600,b2601	19881496		
KO05496	Escherichia coli K-12 MG1655	TU-3815	b2606,b2607,b2608,b2609	19881496		
KO05497	Escherichia coli K-12 MG1655	TU-3817	b2610	19881496		
KO05498	Escherichia coli K-12 MG1655	TU-3818	b2614	19881496		
KO05499	Escherichia coli K-12 MG1655	TU-3820	b2618,b2619	19881496		
KO05500	Escherichia coli K-12 MG1655	TU-3821	b2623	19881496		
KO05501	Escherichia coli K-12 MG1655	TU-3822	b2627,b2628	19881496		
KO05502	Escherichia coli K-12 MG1655	TU-3823	b2629	19881496		
KO05503	Escherichia coli K-12 MG1655	TU-3826	b2638,b2641	19881496		
KO05504	Escherichia coli K-12 MG1655	TU-3828	b2647	19881496		
KO05505	Escherichia coli K-12 MG1655	TU-3829	b2648	19881496		
KO05506	Escherichia coli K-12 MG1655	TU-3830	b2650	19881496		
KO05507	Escherichia coli K-12 MG1655	TU-3831	b2652	19881496		
KO05508	Escherichia coli K-12 MG1655	TU-3833	b2665	19881496		
KO05509	Escherichia coli K-12 MG1655	TU-3834	b2666	19881496		
KO05510	Escherichia coli K-12 MG1655	TU-3837	b2669	19881496		
KO05511	Escherichia coli K-12 MG1655	TU-3841	b2671	19881496		
KO05512	Escherichia coli K-12 MG1655	TU-3845	b2687	19881496		
KO05513	Escherichia coli K-12 MG1655	TU-3848	b2688	19881496		
KO05514	Escherichia coli K-12 MG1655	TU-3849	b2689,b2690	19881496		
KO05515	Escherichia coli K-12 MG1655	TU-3850	b2691	19881496		
KO05516	Escherichia coli K-12 MG1655	TU-3851	b2692	19881496		
KO05517	Escherichia coli K-12 MG1655	TU-3852	b2693	19881496		
